0	0.25	0.25	1347	-1.31239	10.957	11.0093	0	
0	0.228613	0.229311	377011	-1.18088	10.9572	11.0208	0.0049	
0	0.182027	0.440299	377011	-1.20097	10.9466	11.019	0.0099	
0	0.141391	0.233612	377011	-1.17533	10.9481	11.0212	0.0149	
0	0.333292	0.0890253	377011	-1.17262	10.9718	11.0216	0.0199	
0	0.448691	0.1091	377374	-1.13927	11.0462	11.0187	0.0249	
0	0.767913	0.00257087	377374	-1.18244	11.0488	11.0179	0.0299	
0	0.388783	0.267508	377374	-1.12196	11.0317	11.0215	0.0349	
0	0.857996	0.10614	377373	-1.0727	11.0618	11.0164	0.0399	
0	0.0351465	0.147127	93008	-1.06705	11.0542	11.0178	0.0449	
0	0.105577	0.440859	377374	-1.07842	11.0215	11.0237	0.0499	
0	0.0609969	0.439254	186363	-1.08877	10.96	11.0288	0.0549	
0	0.510939	0.473771	377010	-1.15831	10.8764	11.0224	0.0599	
0	0.940391	0.0225998	24397	-1.13161	10.9392	11.025	0.0649	
0	0.850282	0.00552882	186364	-1.11349	10.9284	11.0265	0.0699	
0	0.570836	0.374233	24397	-1.0665	10.9132	11.0306	0.0749	
0	0.220134	0.528035	24397	-1.01713	10.907	11.0348	0.0799	
0	0.751919	0.154634	186362	-1.00183	10.9445	11.0363	0.0849	
0	0.416939	0.117109	186364	-1.04801	10.8926	11.0321	0.0899	
0	0.50036	0.499278	24397	-1.05007	10.9022	11.0319	0.0949	
0	0.71329	0.120893	186364	-1.10164	10.9149	11.0275	0.0999	
0	0.345111	0.250545	377010	-1.1222	10.8655	11.0255	0.1049	
0	0.512819	0.262852	377010	-1.13514	10.8824	11.0244	0.1099	
0	0.186914	0.52168	92877	-1.182	10.8666	11.0203	0.1149	
0	0.425287	0.34131	377010	-1.13776	10.8713	11.0242	0.1199	
0	0.204564	0.371435	92877	-1.17773	10.8858	11.0207	0.1249	
0	0.150473	0.140824	92877	-1.16221	10.9174	11.0222	0.1299	
0	0.412451	0.521482	186364	-1.09187	10.8811	11.0282	0.1349	
0	0.735133	0.0139179	186364	-1.09374	10.9195	11.0282	0.1399	
0	0.65647	0.110121	377010	-1.12819	10.9015	11.0251	0.1449	
0	0.420419	0.319943	377010	-1.13507	10.8713	11.0244	0.1499	
0	0.881854	0.0560227	24397	-1.12284	10.9374	11.0258	0.1549	
0	0.207065	0.207568	186363	-1.0894	10.9774	11.0288	0.1599	
0	0.336749	0.0100769	186363	-1.09087	10.9926	11.0288	0.1649	
0	0.154033	0.843227	377374	-1.05713	10.9794	11.0316	0.1699	
0	0.136409	0.363261	186363	-1.09391	10.9678	11.0284	0.1749	
0	0.450434	0.247598	93008	-1.02139	11.0045	11.0273	0.1799	
0	0.0910265	0.121541	186363	-1.05906	10.971	11.0314	0.1849	
0	0.388681	0.335876	24397	-1.04902	10.9221	11.0321	0.1899	
0	0.588353	0.310791	186364	-1.10018	10.9002	11.0276	0.1949	
0	0.144702	0.591892	377010	-1.14606	10.8354	11.0233	0.1999	
0	0.0495596	0.3973	186361	-1.12874	10.8166	11.0247	0.2049	
0	0.387355	0.406196	186364	-1.07463	10.8824	11.0297	0.2099	
0	0.273298	0.0732215	377010	-1.09765	10.863	11.0276	0.2149	
0	0.931516	0.0388239	186362	-1.02128	10.9613	11.0347	0.2199	
0	0.614285	0.300828	93008	-1.00093	10.9839	11.0312	0.2249	
0	0.213521	0.0814113	377375	-0.934975	10.9796	11.0326	0.2299	
0	0.402904	0.0541036	186854	-0.832368	10.9479	11.0392	0.2349	
0	0.231729	0.112294	186362	-0.903749	10.9063	11.0447	0.2399	
0	0.199791	0.675963	377375	-0.893874	10.9196	11.0439	0.2449	
0	0.163654	0.524295	186362	-0.937041	10.8899	11.0417	0.2499	
0	0.454952	0.063461	186362	-0.938435	10.9245	11.0417	0.2549	
0	0.11931	0.203669	377009	-0.93038	10.858	11.0421	0.2599	
0	0.185801	0.768043	92876	-0.951059	10.8398	11.0402	0.2649	
0	0.63938	0.061276	377009	-0.914163	10.8019	11.0432	0.2699	
0	0.576793	0.325802	92884	-0.866788	10.7312	11.0437	0.2749	
0	0.506503	0.483153	377008	-0.924763	10.6989	11.0417	0.2799	
0	0.258363	0.568266	377008	-0.930603	10.7261	11.0414	0.2849	
0	0.425002	0.489593	377008	-0.929058	10.7072	11.0414	0.2899	
0	0.295844	0.298632	377033	-0.887348	10.6824	11.0418	0.2949	
0	0.260314	0.569039	377033	-0.915714	10.6729	11.0411	0.2999	
0	0.776934	0.174048	344001	-0.911346	10.6221	11.0395	0.3049	
0	0.346362	0.487277	186405	-0.886933	10.5696	11.0381	0.3099	
0	0.296307	0.233926	186405	-0.849324	10.5706	11.0387	0.3149	
0	0.452278	0.248598	344001	-0.869753	10.6209	11.0401	0.3199	
0	0.061396	0.0232585	377033	-0.841058	10.6631	11.0419	0.3249	
0	0.279127	0.641835	377031	-0.811825	10.6944	11.0434	0.3299	
0	0.571726	0.0189719	344001	-0.898059	10.643	11.0404	0.3349	
0	0.332186	0.178012	92884	-0.831814	10.7552	11.045	0.3399	
0	0.249945	0.294514	377032	-0.834886	10.8055	11.0466	0.3449	
0	0.477277	0.21562	377032	-0.840562	10.8315	11.0474	0.3499	
0	0.0950338	0.385253	377009	-0.911811	10.8655	11.0438	0.3549	
0	0.00946793	0.0255238	186854	-0.850941	10.8957	11.0486	0.3599	
0	0.240473	0.0748067	186867	-0.805512	10.9792	11.033	0.3649	
0	0.129207	0.171913	24571	-0.826673	11.0262	11.0249	0.3699	
0	0.199368	0.529895	24571	-0.873782	11.0248	11.0248	0.3749	
0	0.435289	0.556746	186854	-0.864118	11.003	11.0289	0.3799	
0	0.587404	0.183036	377375	-0.970477	10.9596	11.0359	0.3849	
0	0.104735	0.354567	186856	-0.93439	11.0425	11.0211	0.3899	
0	0.151048	0.723468	24571	-0.893517	11.0153	11.0264	0.3949	
0	0.0213677	0.837375	186855	-0.852285	11.1048	11.0103	0.3999	
0	0.812709	0.134616	186856	-0.882916	11.1088	11.0094	0.4049	
0	0.0833604	0.541384	93009	-0.969957	11.1691	10.9977	0.4099	
0	0.1967	0.170291	377376	-0.970781	11.1168	11.0073	0.4149	
0	0.629807	0.260304	377376	-0.925419	11.1362	11.004	0.4199	
0	0.163085	0.0238707	377376	-0.965027	11.1011	11.0102	0.4249	
0	0.427564	0.355168	186853	-1.04556	11.1058	11.0086	0.4299	
0	0.0584562	0.398899	24570	-1.11335	11.1748	10.9955	0.4349	
0	0.288203	0.683969	186851	-1.08372	11.1917	10.9927	0.4399	
0	0.330666	0.0802188	24570	-1.13127	11.1389	11.0019	0.4449	
0	0.376638	0.157035	186853	-1.05637	11.1324	11.0037	0.4499	
0	0.389768	0.512633	93009	-0.985018	11.198	10.9923	0.4549	
0	0.0636539	0.541541	93009	-0.968675	11.1671	10.998	0.4599	
0	0.346054	0.526771	377376	-0.976785	11.1565	10.9999	0.4649	
0	0.044934	0.500481	186856	-0.947208	11.0498	11.0197	0.4699	
0	0.667625	0.319598	24571	-0.879997	11.0773	11.0151	0.4749	
0	0.34279	0.0935214	377376	-0.948354	11.1125	11.0082	0.4799	
0	0.341698	0.488329	377376	-0.974744	11.1525	11.0007	0.4849	
0	0.185551	0.223935	123640	-0.984522	11.2563	10.9816	0.4899	
0	0.0275533	0.715587	186859	-0.858341	11.32	10.9709	0.4949	
0	0.836344	0.135785	123639	-0.892939	11.3393	10.9671	0.4999	
0	0.378808	0.0542485	344116	-0.910324	11.3825	10.959	0.5049	
0	0.0169841	0.327999	80635	-0.964296	11.4053	10.9544	0.5099	
